ID,Sura_No,Verse_No,Word_No,Segment_No,Word,Without_Diacritics,Segmented_Word,Morph_Tag,Morph_Type,Punctuation_Mark,Invariable_Declinable,Syntactic_Role,Possessive_Construct,Case_Mood,Case_Mood_Marker,Phrase,Phrasal_Function,Gloss
4048,2,214,5,1,الْجَنَّةَ,الجنة,ال,DET,Prefix,,DEF_ART,,,,,,,paradise
4048,2,214,5,2,الْجَنَّةَ,الجنة,جن,NOUN_CONCRETE,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,paradise
4048,2,214,5,3,الْجَنَّةَ,الجنة,ة,NSUFF_FEM_SG,Suffix,,,,,,,,,paradise
4049,2,214,6,1,وَلَمَّا,ولما,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,while-not
4049,2,214,6,2,وَلَمَّا,ولما,لما,ADV,Stem,,INVAR,PART_JUSSIVE,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,while-not
4050,2,214,7,1,يَأْتِكُمْ,يأتكم,ي,IMPERF_PREF,Prefix,,,,,,,,,(has)-come-to-you
4050,2,214,7,2,يَأْتِكُمْ,يأتكم,أت,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_VOWEL,,,(has)-come-to-you
4050,2,214,7,3,يَأْتِكُمْ,يأتكم,كم,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,(has)-come-to-you
4051,2,214,8,1,مَثَلُ,مثل,مثل,NOUN_ABSTRACT,Stem,,DECLN,AGNT,CONSTRUCT,NOMINATIVE,DHAMMA,,,like-(came-to)
4052,2,214,9,1,الَّذِينَ,الذين,الذين,REL_PRON,Stem,,REL_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,FATHA,,,those-who
4053,2,214,10,1,خَلَوْا,خلوا,خل,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,IMP_DHAMMA,,,passed-away
4053,2,214,10,2,خَلَوْا,خلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,passed-away
4054,2,214,11,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,from
4055,2,214,12,1,قَبْلِكُمْ,قبلكم,قبل,ADV,Stem,,DECLN,PREP_OBJ,CONSTRUCT,GENITIVE,KASRA,,,before-you
4055,2,214,12,2,قَبْلِكُمْ,قبلكم,كم,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,SUKUN,,,before-you
4056,2,214,13,1,مَسَّتْهُمُ,مستهم,مس,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,touched-them
4056,2,214,13,2,مَسَّتْهُمُ,مستهم,ت,SUFF_FEM_TA,Suffix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,touched-them
4056,2,214,13,3,مَسَّتْهُمُ,مستهم,هم,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,touched-them
4057,2,214,14,1,الْبَأْسَاءُ,البأساء,ال,DET,Prefix,,DEF_ART,,,,,,,[the]-adversity
4057,2,214,14,2,الْبَأْسَاءُ,البأساء,بأساء,GERUND,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,[the]-adversity
4058,2,214,15,1,وَالضَّرَّاءُ,والضراء,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-[the]-hardship
4058,2,214,15,2,وَالضَّرَّاءُ,والضراء,ال,DET,Prefix,,DEF_ART,,,,,,,and-[the]-hardship
4058,2,214,15,3,وَالضَّرَّاءُ,والضراء,ضراء,NOUN_ABSTRACT,Stem,,DECLN,CONJ_N,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-[the]-hardship
4059,2,214,16,1,وَزُلْزِلُوا,وزلزلوا,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-they-were-shaken
4059,2,214,16,2,وَزُلْزِلُوا,وزلزلوا,زلزل,PV_PASS,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,and-they-were-shaken
4059,2,214,16,3,وَزُلْزِلُوا,وزلزلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,PASS_SUBJ,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,and-they-were-shaken
4060,2,214,17,1,حَتَّى,حتى,حتى,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,until
4061,2,214,18,1,يَقُولَ,يقول,ي,IMPERF_PREF,Prefix,,,,,,,,,said
4061,2,214,18,2,يَقُولَ,يقول,قول,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,said
4062,2,214,19,1,الرَّسُولُ,الرسول,ال,DET,Prefix,,DEF_ART,,,,,,,the-messenger
4062,2,214,19,2,الرَّسُولُ,الرسول,رسول,NOUN_CONCRETE,Stem,,DECLN,AGNT,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,the-messenger
4063,2,214,20,1,وَالَّذِينَ,والذين,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-those-who
4063,2,214,20,2,وَالَّذِينَ,والذين,الذين,REL_PRON,Stem,,REL_PRON,CONJ_N,NOT_CONSTRUCT,NOMINATIVE,FATHA,,,and-those-who
4064,2,214,21,1,آمَنُوا,آمنوا,آمن,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,DHAMMA,,,believed
4064,2,214,21,2,آمَنُوا,آمنوا,وا,PVSUFF_SUBJ:3MP,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,believed
4065,2,214,22,1,مَعَهُ,معه,مع,ADV,Stem,,DECLN,ADV_PLCE,CONSTRUCT,ACCUSATIVE,FATHA,,,with-him
4065,2,214,22,2,مَعَهُ,معه,ه,POSS_PRON,Suffix,,JONT_PRON,GEN_CONS,NOT_CONSTRUCT,GENITIVE,DHAMMA,,,with-him
4066,2,214,23,1,مَتَى,متى,متى,INTERROG_PRON,Stem,,INTROG_NOUN,ADV_TIME,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,when
4067,2,214,24,1,نَصْرُ,نصر,نصر,NOUN_PROP,Stem,,DECLN,SUBJ,CONSTRUCT,NOMINATIVE,DHAMMA,,,[will]-(the)-help
4068,2,214,25,1,اللَّهِ,الله,ال,DET,Prefix,,,,,,,,,(of)-allah-(come)
4068,2,214,25,2,اللَّهِ,الله,له,NOUN_PROP,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-allah-(come)
4069,2,214,26,1,أَلَا,ألا,ألا,OTHER,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,unquestionably
4070,2,214,27,1,إِنَّ,إن,إن,SUBJUNC_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,[indeed]
4071,2,214,28,1,نَصْرَ,نصر,نصر,NOUN_PROP,Stem,,DECLN,SUBJ_COP_PART,CONSTRUCT,ACCUSATIVE,FATHA,,,help
4072,2,214,29,1,اللَّهِ,الله,ال,DET,Prefix,,,,,,,,,(of)-allah
4072,2,214,29,2,اللَّهِ,الله,له,NOUN_PROP,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(of)-allah
4073,2,214,30,1,قَرِيبٌ,قريب,قريب,ADJ_QUALIT,Stem,,DECLN,PART_COP_PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-near
4074,2,215,1,1,يَسْأَلُونَكَ,يسألونك,ي,IMPERF_PREF,Prefix,,,,,,,,,they-ask-you
4074,2,215,1,2,يَسْأَلُونَكَ,يسألونك,سأل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-ask-you
4074,2,215,1,3,يَسْأَلُونَكَ,يسألونك,ون,SUBJ_PRON,Suffix,,,,,,,,,they-ask-you
4074,2,215,1,4,يَسْأَلُونَكَ,يسألونك,ك,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,they-ask-you
4074,2,215,1,5,يَسْأَلُونَكَ,يسألونك,None,None,Other_i3rab,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-ask-you
4074,2,215,1,6,يَسْأَلُونَكَ,يسألونك,None,None,Other_i3rab,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-ask-you
4075,2,215,2,1,مَاذَا,ماذا,ماذا,INTERROG_PART,Stem,,INTROG_NOUN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,what
4076,2,215,3,1,يُنْفِقُونَ,ينفقون,ي,IV3MP,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-(should)-spend
4076,2,215,3,2,يُنْفِقُونَ,ينفقون,نفق,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-(should)-spend
4076,2,215,3,3,يُنْفِقُونَ,ينفقون,ون,IVSUFF_SUBJ:MP_MOOD:I,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-(should)-spend
4076,2,215,3,4,يُنْفِقُونَ,ينفقون,None,None,Other_i3rab,,JONT_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-(should)-spend
4076,2,215,3,5,يُنْفِقُونَ,ينفقون,None,None,Other_i3rab,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-(should)-spend
4077,2,215,4,1,قُلْ,قل,قل,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,say
4078,2,215,5,1,مَا,ما,ما,CONDITION_PART,Stem,,REL_PRON,OBJ,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,whatever
4079,2,215,6,1,أَنْفَقْتُمْ,أنفقتم,أنفق,PV,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,you-spend
4079,2,215,6,2,أَنْفَقْتُمْ,أنفقتم,تم,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,you-spend
4080,2,215,7,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,of
4081,2,215,8,1,خَيْرٍ,خير,خير,GERUND,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,good
4081,2,215,8,2,خَيْرٍ,خير,(null),CASE_INDEF_GEN,Suffix,,,,,,,,,good
4082,2,215,9,1,فَلِلْوَالِدَيْنِ,فللوالدين,ف,OTHER,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,(is)-for-parents
4082,2,215,9,2,فَلِلْوَالِدَيْنِ,فللوالدين,ل,PREP,Prefix,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,(is)-for-parents
4082,2,215,9,3,فَلِلْوَالِدَيْنِ,فللوالدين,ال,DET,Prefix,,DEF_ART,,,,,,,(is)-for-parents
4082,2,215,9,4,فَلِلْوَالِدَيْنِ,فللوالدين,والد,NOUN_ACTIVE_PART,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,YAA,,,(is)-for-parents
4082,2,215,9,5,فَلِلْوَالِدَيْنِ,فللوالدين,ين,NSUFF_MASC_DU_GEN,Suffix,,,,,,,,,(is)-for-parents
4083,2,215,10,1,وَالْأَقْرَبِينَ,والأقربين,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-the-relatives
4083,2,215,10,2,وَالْأَقْرَبِينَ,والأقربين,ال,DET,Prefix,,DEF_ART,,,,,,,and-the-relatives
4083,2,215,10,3,وَالْأَقْرَبِينَ,والأقربين,أقرب,ADJ_COMP,Stem,,DECLN,CONJ_N,NOT_CONSTRUCT,GENITIVE,YAA,,,and-the-relatives
4083,2,215,10,4,وَالْأَقْرَبِينَ,والأقربين,ين,NSUFF_MASC_PL_GEN,Suffix,,,,,,,,,and-the-relatives
4084,2,215,11,1,وَالْيَتَامَى,واليتامى,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-the-orphans
4084,2,215,11,2,وَالْيَتَامَى,واليتامى,ال,DET,Prefix,,DEF_ART,,,,,,,and-the-orphans
4084,2,215,11,3,وَالْيَتَامَى,واليتامى,يتامى,ADJ_QUALIT,Stem,,DECLN,CONJ_N,NOT_CONSTRUCT,GENITIVE,IMP_KASRA,,,and-the-orphans
4085,2,215,12,1,وَالْمَسَاكِينِ,والمساكين,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-the-needy
4085,2,215,12,2,وَالْمَسَاكِينِ,والمساكين,ال,DET,Prefix,,DEF_ART,,,,,,,and-the-needy
4085,2,215,12,3,وَالْمَسَاكِينِ,والمساكين,مساكين,ADJ_INTENS,Stem,,DECLN,CONJ_N,NOT_CONSTRUCT,GENITIVE,YAA,,,and-the-needy
4085,2,215,12,4,وَالْمَسَاكِينِ,والمساكين,(null),CASE_DEF_GEN,Suffix,,,,,,,,,and-the-needy
4086,2,215,13,1,وَابْنِ,وابن,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-(of)
4086,2,215,13,2,وَابْنِ,وابن,ابن,NOUN_CONCRETE,Stem,,DECLN,CONJ_N,CONSTRUCT,GENITIVE,KASRA,,,and-(of)
4087,2,215,14,1,السَّبِيلِ,السبيل,ال,DET,Prefix,,DEF_ART,,,,,,,the-wayfarer
4087,2,215,14,2,السَّبِيلِ,السبيل,سبيل,NOUN_ABSTRACT,Stem,,DECLN,GEN_CONS,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-wayfarer
4088,2,215,15,1,وَمَا,وما,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-whatever
4088,2,215,15,2,وَمَا,وما,ما,REL_PRON,Stem,,COND_NOUN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,SUKUN,,,and-whatever
4089,2,215,16,1,تَفْعَلُوا,تفعلوا,ت,IMPERF_PREF,Prefix,,,,,,,,,you-do
4089,2,215,16,2,تَفْعَلُوا,تفعلوا,فعل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,JUSSIVE,DEL_NUN,,,you-do
4089,2,215,16,3,تَفْعَلُوا,تفعلوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,you-do
4090,2,215,17,1,مِنْ,من,من,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,of
4091,2,215,18,1,خَيْرٍ,خير,خير,GERUND,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,good
4091,2,215,18,2,خَيْرٍ,خير,(null),CASE_INDEF_GEN,Suffix,,,,,,,,,good
4092,2,215,19,1,فَإِنَّ,فإن,ف,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,so-indeed
4092,2,215,19,2,فَإِنَّ,فإن,أن,ANNUL_PART,Stem,,INVAR,ANNUL_PART,NOT_CONSTRUCT,INVARIABLE,FATHA,,,so-indeed
4093,2,215,20,1,اللَّهَ,الله,ال,DET,Prefix,,,,,,,,,allah
4093,2,215,20,2,اللَّهَ,الله,له,NOUN_PROP,Stem,,DECLN,SUBJ_COP_PART,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,allah
4094,2,215,21,1,بِهِ,به,ب,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,KASRA,,,of-it
4094,2,215,21,2,بِهِ,به,ه,PRON_3MS,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,of-it
4095,2,215,22,1,عَلِيمٌ,عليم,عليم,ADJ_QUALIT,Stem,,DECLN,PART_COP_PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-all-aware
4096,2,216,1,1,كُتِبَ,كتب,كتب,PV_PASS,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,is-prescribed
4096,2,216,1,2,كُتِبَ,كتب,(null),PVSUFF_SUBJ:3MS,Suffix,,,,,,,,,is-prescribed
4097,2,216,2,1,عَلَيْكُمُ,عليكم,على,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,upon-you
4097,2,216,2,2,عَلَيْكُمُ,عليكم,كم,POSS_PRON,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,upon-you
4098,2,216,3,1,الْقِتَالُ,القتال,ال,DET,Prefix,,DEF_ART,,,,,,,[the]-fighting
4098,2,216,3,2,الْقِتَالُ,القتال,قتال,GERUND,Stem,,DECLN,PASS_SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,[the]-fighting
4098,2,216,3,3,الْقِتَالُ,القتال,(null),CASE_DEF_NOM,Suffix,,,,,,,,,[the]-fighting
4099,2,216,4,1,وَهُوَ,وهو,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,while-it
4099,2,216,4,2,وَهُوَ,وهو,هو,PRON,Stem,,DISJ_INV_PRON,SUBJ,NOT_CONSTRUCT,NOMINATIVE,FATHA,,,while-it
4100,2,216,5,1,كُرْهٌ,كره,كره,GERUND,Stem,,DECLN,PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-hateful
4101,2,216,6,1,لَكُمْ,لكم,ل,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,,,to-you
4101,2,216,6,2,لَكُمْ,لكم,كم,PRON_2MP,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,to-you
4102,2,216,7,1,وَعَسَى,وعسى,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,but-perhaps
4102,2,216,7,2,وَعَسَى,وعسى,عسى,UNINFLECTED_VERB,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,IMP_FATHA,,,but-perhaps
4103,2,216,8,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,INVAR,SUBOR_CONJ,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[that]
4104,2,216,9,1,تَكْرَهُوا,تكرهوا,ت,IMPERF_PREF,Prefix,,,,,,,,,you-dislike
4104,2,216,9,2,تَكْرَهُوا,تكرهوا,كره,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,DEL_NUN,,,you-dislike
4104,2,216,9,3,تَكْرَهُوا,تكرهوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,you-dislike
4105,2,216,10,1,شَيْئَاً,شيئا,شيئ,NOUN_ABSTRACT,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,a-thing
4105,2,216,10,2,شَيْئَاً,شيئا,ا,CASE_INDEF_ACC,Suffix,,,,,,,,,a-thing
4106,2,216,11,1,وَهُوَ,وهو,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-it
4106,2,216,11,2,وَهُوَ,وهو,هو,PRON,Stem,,DISJ_INV_PRON,SUBJ,NOT_CONSTRUCT,NOMINATIVE,FATHA,,,and-it
4107,2,216,12,1,خَيْرٌ,خير,خير,GERUND,Stem,,DECLN,PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-good
4107,2,216,12,2,خَيْرٌ,خير,(null),CASE_INDEF_GEN,Suffix,,,,,,,,,(is)-good
4108,2,216,13,1,لَكُمْ,لكم,ل,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,,,for-you;
4108,2,216,13,2,لَكُمْ,لكم,كم,PRON_2MP,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,for-you;
4109,2,216,14,1,وَعَسَى,وعسى,و,CONJ,Prefix,,INVAR,,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-perhaps
4109,2,216,14,2,وَعَسَى,وعسى,عسى,UNINFLECTED_VERB,Stem,,INVAR,,NOT_CONSTRUCT,INVARIABLE,IMP_FATHA,,,and-perhaps
4110,2,216,15,1,أَنْ,أن,أن,SUBJUNC_PART,Stem,,INVAR,SUBOR_CONJ,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,[that]
4111,2,216,16,1,تُحِبُّوا,تحبوا,ت,IMPERF_PREF,Prefix,,,,,,,,,you-love
4111,2,216,16,2,تُحِبُّوا,تحبوا,حب,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,ACCUSATIVE,DEL_NUN,,,you-love
4111,2,216,16,3,تُحِبُّوا,تحبوا,وا,SUBJ_PRON,Suffix,,JONT_PRON,AGNT,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,you-love
4112,2,216,17,1,شَيْئَاً,شيئا,شيئ,NOUN_ABSTRACT,Stem,,DECLN,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,a-thing
4112,2,216,17,2,شَيْئَاً,شيئا,ا,CASE_INDEF_ACC,Suffix,,,,,,,,,a-thing
4113,2,216,18,1,وَهُوَ,وهو,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-it
4113,2,216,18,2,وَهُوَ,وهو,هو,PRON,Stem,,DISJ_INV_PRON,SUBJ,NOT_CONSTRUCT,NOMINATIVE,FATHA,,,and-it
4114,2,216,19,1,شَرٌّ,شر,شر,NOUN_ABSTRACT,Stem,,DECLN,PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-bad
4115,2,216,20,1,لَكُمْ,لكم,ل,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,FATHA,,,for-you
4115,2,216,20,2,لَكُمْ,لكم,كم,PRON_2MP,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,SUKUN,,,for-you
4116,2,216,21,1,وَاللَّهُ,والله,و,CONJ,Prefix,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,and-allah
4116,2,216,21,2,وَاللَّهُ,والله,ال,DET,Prefix,,,,,,,,,and-allah
4116,2,216,21,3,وَاللَّهُ,والله,له,NOUN_PROP,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,and-allah
4117,2,216,22,1,يَعْلَمُ,يعلم,ي,IMPERF_PREF,Prefix,,,,,,,,,knows
4117,2,216,22,2,يَعْلَمُ,يعلم,علم,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,knows
4118,2,216,23,1,وَأَنْتُمْ,وأنتم,و,CONJ,Prefix,,INVAR,CONJ,NOT_CONSTRUCT,INVARIABLE,FATHA,,,while-you
4118,2,216,23,2,وَأَنْتُمْ,وأنتم,أنتم,PRON_2MP,Stem,,DISJ_INV_PRON,SUBJ,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,while-you
4119,2,216,24,1,لَا,لا,لا,NEG_PART,Stem,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,(do)-not
4120,2,216,25,1,تَعْلَمُونَ,تعلمون,ت,IMPERF_PREF,Prefix,,DECLN,,NOT_CONSTRUCT,NOMINATIVE,NUN,,,know
4120,2,216,25,2,تَعْلَمُونَ,تعلمون,علم,IV,Stem,,JONT_PRON,IV,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,know
4120,2,216,25,3,تَعْلَمُونَ,تعلمون,ون,SUBJ_PRON,Suffix,,INVAR,AGNT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,know
4121,2,217,1,1,يَسْأَلُونَكَ,يسألونك,ي,IMPERF_PREF,Prefix,,,,,,,,,they-ask-you
4121,2,217,1,2,يَسْأَلُونَكَ,يسألونك,سأل,IV,Stem,,DECLN,IV,NOT_CONSTRUCT,NOMINATIVE,NUN,,,they-ask-you
4121,2,217,1,3,يَسْأَلُونَكَ,يسألونك,ون,SUBJ_PRON,Suffix,,,AGNT,,,,,,they-ask-you
4121,2,217,1,4,يَسْأَلُونَكَ,يسألونك,ك,OBJ_PRON,Suffix,,JONT_PRON,OBJ,NOT_CONSTRUCT,ACCUSATIVE,FATHA,,,they-ask-you
4121,2,217,1,5,يَسْأَلُونَكَ,يسألونك,None,None,Other_i3rab,,JONT_PRON,,NOT_CONSTRUCT,NOMINATIVE,SUKUN,,,they-ask-you
4121,2,217,1,6,يَسْأَلُونَكَ,يسألونك,None,None,Other_i3rab,,INVAR,NON_INFLECT,NOT_CONSTRUCT,INVARIABLE,FATHA,,,they-ask-you
4122,2,217,2,1,عَنِ,عن,عن,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,about
4123,2,217,3,1,الشَّهْرِ,الشهر,ال,DET,Prefix,,DEF_ART,,,,,,,the-month
4123,2,217,3,2,الشَّهْرِ,الشهر,شهر,NOUN_ABSTRACT,Stem,,DECLN,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,the-month
4124,2,217,4,1,الْحَرَامِ,الحرام,ال,DET,Prefix,,DEF_ART,,,,,,,[the]-sacred
4124,2,217,4,2,الْحَرَامِ,الحرام,حرام,NOUN_PROP,Stem,,DECLN,ADJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,[the]-sacred
4125,2,217,5,1,قِتَالٍ,قتال,قتال,GERUND,Stem,,DECLN,APPOS,NOT_CONSTRUCT,GENITIVE,KASRA,,,(concerning)-fighting
4126,2,217,6,1,فِيهِ,فيه,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,in-it
4126,2,217,6,2,فِيهِ,فيه,ه,PRON_3MS,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,in-it
4127,2,217,7,1,قُلْ,قل,قل,CV,Stem,,INVAR,CV,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,say
4128,2,217,8,1,قِتَالٌ,قتال,قتال,GERUND,Stem,,DECLN,SUBJ,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,fighting
4129,2,217,9,1,فِيهِ,فيه,في,PREP,Stem,,INVAR,PREP,NOT_CONSTRUCT,INVARIABLE,SUKUN,,,therein
4129,2,217,9,2,فِيهِ,فيه,ه,PRON_3MS,Suffix,,JONT_PRON,PREP_OBJ,NOT_CONSTRUCT,GENITIVE,KASRA,,,therein
4130,2,217,10,1,كَبِيرٌ,كبير,كبير,ADJ_QUALIT,Stem,,DECLN,PRED,NOT_CONSTRUCT,NOMINATIVE,DHAMMA,,,(is)-a-great-(sin)
